precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi","MILITARU IONEL-voturi"
40,VÂLCEA,"ŞCOALA BLIDARI",247,GOLEŞTI,170220,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:59",882,855,1,11,15,623,597,0,11,15,564,27,940,349,11,198,263,11,9,5,17,2,10,3,31,2,2
40,VÂLCEA,"ŞCOALA BRATIA DIN DEAL",238,GALICEA,169994,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:36:28",295,288,0,7,0,208,201,0,7,0,195,13,320,112,14,121,33,10,4,0,5,0,0,3,2,1,2
40,VÂLCEA,"ŞCOALA BRATIA DIN VALE",237,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:05",373,357,1,14,1,240,225,0,14,1,230,10,390,150,3,135,52,2,18,3,11,1,2,1,0,1,1
40,VÂLCEA,"ȘCOALA CĂLINA",343,PRUNDENI,172457,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:03",1183,1172,0,11,0,598,587,0,11,0,546,52,1300,702,8,229,137,40,58,3,37,6,5,4,13,2,4
40,VÂLCEA,"ŞCOALA CÎRSTĂNEŞTI",322,OTEŞANI,171931,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:26:51",1155,1105,0,13,37,696,646,0,13,37,637,59,1220,524,13,218,345,27,7,2,4,2,7,3,6,3,0
40,VÂLCEA,"ŞCOALA COCORU",236,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:57",547,536,1,8,2,367,356,1,8,2,345,22,590,223,5,206,103,6,1,0,9,1,1,1,9,2,1
40,VÂLCEA,"ŞCOALA COPĂCELU",88,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:40",1513,1506,0,7,0,581,574,0,7,0,551,30,1700,1119,20,226,133,9,18,5,34,3,8,4,67,16,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂLŞOARA",290,MĂDULARI,171209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:09",278,238,0,19,21,194,154,0,19,21,177,17,260,66,6,111,42,3,1,0,2,1,4,0,5,1,1
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV BĂLTENI",197,COPĂCENI,169182,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:27",293,285,0,8,0,193,185,0,8,0,174,19,310,117,5,80,73,2,0,1,3,0,2,0,7,1,0
40,VÂLCEA,"ȘCOALA CU CLASELE. I-IV BĂNȚEȘTI",291,MĂDULARI,171209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:32",270,253,0,12,5,199,182,0,12,5,189,10,280,81,4,151,16,1,0,2,2,0,1,1,10,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂRBĂRIGENI",352,ROEŞTI,172581,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:47:48",178,158,0,12,8,127,107,0,12,8,117,10,190,63,1,39,25,1,9,0,1,2,1,0,12,26,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂROIU",405,TETOIU,173855,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:37",326,305,0,11,10,190,169,0,11,10,181,9,390,200,7,91,41,28,8,1,0,0,0,1,3,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSEŞTI",297,MIHĂEŞTI,171325,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:42:23",714,696,0,16,2,354,336,0,16,2,322,31,770,416,12,96,95,3,6,6,87,1,3,2,6,2,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSOIU",385,STOILEŞTI,173374,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:15",504,493,0,7,4,308,297,0,7,4,285,23,550,242,0,189,59,2,4,0,9,1,3,2,12,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BISTRIŢA",200,COSTEŞTI,169253,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:08",725,696,1,17,11,428,400,0,17,11,397,31,780,352,10,255,100,5,3,4,4,9,2,1,1,3,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BOGDĂNEŞTI",181,BUJORENI,168880,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:35",668,663,0,5,0,385,380,0,5,0,366,19,730,345,4,95,130,15,6,8,23,1,1,2,76,3,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BONCANI",217,DRĂGOEŞTI,169547,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:23:37",448,430,0,13,5,320,302,0,13,5,278,42,480,160,5,170,72,2,4,1,5,1,0,3,8,2,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BRATOVEŞTI",411,TITEŞTI,174496,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:48",143,131,0,6,6,91,79,0,6,6,79,12,150,59,1,24,50,0,0,0,0,0,0,0,3,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BUDEŞTI",214,DICULEŞTI,174502,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:03:11",666,647,0,13,6,415,396,0,13,6,383,32,720,305,4,78,211,7,0,2,0,3,2,0,72,4,0
40,VÂLCEA,"ŞCOALA CU CLASELE.I-IV CASA VECHE",315,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:57",569,558,1,6,4,343,333,0,6,4,307,36,620,277,3,148,105,5,13,5,0,1,4,0,18,2,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CIOBOŢI",316,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:37",600,589,2,9,0,302,293,0,9,0,277,25,660,358,2,154,96,3,5,1,2,1,1,3,6,1,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CORBI",310,"NICOLAE BĂLCESCU",171628,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:25",330,319,0,10,1,196,185,0,10,1,179,17,350,154,6,97,58,2,2,0,4,1,7,0,2,0,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DELURENI",420,"VALEA MARE",174085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:47",425,409,0,16,0,240,224,0,16,0,221,19,480,240,20,92,72,2,6,3,1,0,0,1,24,0,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DRĂGIOIU",317,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:04",481,469,0,11,1,310,298,0,11,1,272,38,510,200,4,130,102,5,10,4,7,0,4,0,4,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DUMBRAVA",279,LUNGEŞTI,170952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:09",319,297,0,18,4,201,179,0,18,4,183,18,330,129,6,34,85,6,3,0,5,0,0,0,41,1,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GÂLTOFANI",313,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:22",144,138,0,6,0,91,85,0,6,0,86,5,150,59,2,40,28,9,2,0,1,0,1,0,2,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GĂNEŞTI",266,LĂCUSTENI,174511,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:07",521,451,0,44,26,351,283,0,43,25,336,15,500,149,31,172,103,10,5,1,2,0,1,3,7,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GEAMĂNA",384,STOILEŞTI,173374,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:15",787,746,0,19,22,542,501,0,19,22,508,34,860,318,6,399,71,3,7,1,6,2,4,2,4,2,1
40,VÂLCEA,"ȘCOALA CU CLASELE I- IV GEAMĂNA- BUCIUMENI",216,DRĂGOEŞTI,169547,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:51",603,565,0,22,16,435,397,0,22,16,398,37,640,205,9,187,133,2,7,0,6,2,1,2,44,3,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GROŞI",192,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:35",776,766,0,4,6,528,518,0,4,6,462,66,830,302,11,217,114,3,28,5,44,1,4,6,18,3,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LĂCUSTENI",264,LĂCUSTENI,174511,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:10",413,396,0,8,9,284,267,0,8,9,256,28,490,206,18,98,90,26,0,2,2,2,1,1,16,0,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LINIA DEALULUI",376,STĂNEŞTI,173132,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:52",140,121,0,18,1,99,80,0,18,1,89,10,130,31,2,18,36,28,0,1,0,0,0,1,2,1,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 1 BREZOI",135,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:39",1461,1431,6,23,1,592,567,1,23,1,553,39,1570,978,9,161,239,25,7,6,38,26,1,8,27,0,6
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 2 BREZOI",132,"ORAŞ BREZOI",167794,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:44",1110,1095,0,14,1,501,486,0,14,1,473,28,1200,699,11,129,192,9,12,6,13,44,2,0,45,9,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",194,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:28",454,445,0,9,0,269,260,0,9,0,217,52,490,221,8,90,24,7,8,3,2,1,1,3,67,3,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PĂSCOAIA",130,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:59:31",167,160,0,7,0,104,97,0,7,0,95,9,230,126,1,41,29,3,4,2,1,3,0,0,10,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PERETU",314,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:09",464,456,1,6,1,250,243,0,6,1,238,12,510,260,3,103,81,5,6,7,13,0,3,3,9,1,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PESCEANA (ŞCOALA VECHE NR. 2 PESCEANA)",335,PESCEANA,172279,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:01",1415,1334,3,73,5,897,818,1,73,5,833,64,1520,623,9,588,131,13,13,4,10,0,4,5,54,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PIETRENI",201,COSTEŞTI,169253,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:00",455,428,0,10,17,323,296,0,10,17,298,25,470,147,7,126,127,2,5,1,22,3,4,0,0,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PLEŞOIU",274,LIVEZI,170872,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:27:10",258,210,1,34,13,257,210,0,34,13,236,21,340,83,1,143,44,8,15,0,18,0,4,1,1,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV POPEŞTI",340,POPEŞTI,172377,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:27",510,480,0,14,16,364,334,0,14,16,330,34,550,186,6,220,85,5,4,1,2,2,1,0,4,0,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ROEŞTI",349,ROEŞTI,172581,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:43:07",648,615,0,22,11,393,360,0,22,11,366,27,730,337,17,207,83,12,4,2,1,1,2,1,30,4,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV SCĂUENI",170,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:42",430,404,0,16,10,309,283,0,16,10,307,2,450,141,4,192,93,3,2,1,6,1,1,2,2,0,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ŞERBĂNEASA",311,"NICOLAE BĂLCESCU",171628,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:32:18",739,735,0,4,0,442,438,0,4,0,394,44,810,372,21,179,104,8,46,1,9,2,3,2,2,14,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STĂNEŞTI-LUNCA",277,LUNGEŞTI,170952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:34",794,770,0,13,11,448,424,0,13,11,388,60,850,402,14,131,199,8,3,12,3,1,2,0,7,4,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STOICĂNEŞTI",318,OLANU,171806,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:35",345,336,0,6,3,223,214,0,6,3,205,18,380,157,4,79,81,5,9,4,4,0,3,6,8,1,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VALEA GRĂDIŞTEA",251,GRĂDIŞTEA,170346,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:59:47",122,81,0,33,8,122,81,0,33,8,112,10,140,18,3,21,73,2,5,0,0,0,2,0,5,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VÂRLENI",375,STĂNEŞTI,173132,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:27",383,358,0,20,5,240,215,0,20,5,217,23,390,150,3,68,109,19,2,0,0,1,2,0,10,3,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VEŢELU",196,COPĂCENI,169182,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:52",443,431,0,12,0,276,264,0,12,0,255,21,470,194,4,163,60,0,1,1,10,0,5,3,7,1,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV ZĂVOIENI",288,MĂCIUCA,171101,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:52:08",274,249,0,20,5,192,167,0,20,5,190,2,280,88,6,58,110,3,4,1,2,1,0,1,2,1,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ARMĂŞEŞTI",190,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:59",500,492,0,8,0,288,280,0,8,0,257,31,590,302,8,77,87,6,13,2,6,2,3,1,48,2,2
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII AVRĂMEȘTI",365,SCUNDU,172947,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:29",681,635,1,15,30,409,364,0,15,30,376,33,700,291,1,271,52,3,2,0,17,2,4,4,19,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂBENI-OLTEŢU",213,DICULEŞTI,174502,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:01",903,866,0,26,11,562,525,0,26,11,533,29,990,428,10,124,322,11,0,6,5,2,0,3,49,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂTĂŞANI",422,"VALEA MARE",174085,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:49:39",248,227,0,18,3,248,227,0,18,3,231,17,430,182,7,121,78,3,6,2,2,0,0,2,5,0,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BOIŞOARA",171,BOIŞOARA,168755,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:10:19",1021,963,1,29,28,701,646,0,29,26,612,89,1080,379,18,159,212,4,11,4,41,5,8,11,132,1,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",183,BUNEŞTI,168960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:14",924,908,1,10,5,602,587,0,10,5,550,52,1040,438,8,280,46,2,10,0,16,4,9,9,153,8,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",184,BUNEŞTI,168960,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:47",872,858,1,9,4,491,478,0,9,4,469,22,960,469,9,273,45,36,4,2,10,2,4,2,73,4,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CĂPITAN MĂRĂŞANU STROEŞTI",386,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:50",788,753,1,19,15,503,469,0,19,15,447,56,850,347,6,192,139,9,26,0,14,1,3,5,45,3,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CERNIŞOARA",191,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:34:07",436,431,0,5,0,436,431,0,5,0,352,84,750,314,20,106,63,4,20,4,4,2,3,3,116,7,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIOCÎLTEI",350,ROEŞTI,172581,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:58",506,479,0,16,11,342,315,0,16,11,321,21,540,198,9,204,65,4,7,1,2,0,3,0,23,3,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIREŞU",387,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:01",642,620,0,18,4,417,395,0,18,4,394,23,690,273,7,140,207,7,8,1,6,0,2,1,10,3,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII COSTEŞTI",199,COSTEŞTI,169253,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:17",1587,1529,4,24,30,1050,996,0,24,30,996,54,1760,710,22,461,367,26,17,4,53,3,5,10,4,16,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CUENI",351,ROEŞTI,172581,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:58",529,503,0,18,8,317,291,0,18,8,283,34,560,243,8,130,65,3,7,2,4,0,2,0,33,26,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DĂEŞTI",338,POPEŞTI,172377,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:34:59",772,746,0,15,11,524,498,0,15,11,478,46,900,376,28,317,89,11,5,20,8,0,0,0,0,0,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII DOBRICEA",252,GRĂDIŞTEA,170346,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:44",669,631,0,20,18,415,378,0,20,17,378,37,700,285,52,136,117,33,9,0,13,2,0,5,9,1,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DOZEŞTI",222,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:12:49",1111,1013,0,64,34,575,477,0,64,34,543,32,1120,545,7,124,310,2,12,6,5,2,2,4,56,4,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DRĂGOEŞTI",215,DRĂGOEŞTI,169547,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:57",638,605,1,18,14,455,423,0,18,14,424,31,700,245,42,215,133,3,4,2,5,0,2,0,7,3,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII FRÎNCEŞTI",226,FRÂNCEŞTI,169896,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:30",612,604,0,7,1,318,310,0,7,1,297,21,670,352,5,107,158,2,10,1,3,0,0,2,5,0,4
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII - HOTĂRASA",198,COPĂCENI,169182,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:59",330,321,0,9,0,214,205,0,9,0,198,16,340,126,3,142,30,2,8,8,3,0,1,0,1,0,0
40,VÂLCEA,"ȘCOALA CU CLASELE . I-VIII MĂDULARI",289,MĂDULARI,171209,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:03:55",689,600,0,49,40,483,394,0,49,40,458,25,730,247,7,315,108,0,5,3,7,1,0,0,10,2,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII MĂDULARI",193,CERNIŞOARA,169039,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:01",556,546,0,9,1,375,365,0,9,1,315,60,589,214,21,113,24,19,16,1,1,2,5,5,108,0,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII MILOSTEA",370,SLĂTIOARA,173061,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:42:09",638,629,0,9,0,317,308,0,9,0,303,14,700,383,5,180,70,3,8,0,16,5,2,4,6,2,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII OLTENI",179,BUJORENI,168880,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:52",1594,1561,3,21,9,762,732,0,21,9,725,37,1720,958,11,197,290,10,15,34,70,4,7,5,70,8,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII POIANA",332,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:04",484,481,0,2,1,292,289,0,2,1,250,42,530,238,28,76,126,5,0,0,5,7,1,1,0,1,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII PREDEȘTI",312,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:05",690,672,0,8,10,399,381,0,8,10,370,29,740,341,23,154,144,10,21,2,10,2,0,1,2,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ROTĂRĂŞTI",309,"NICOLAE BĂLCESCU",171628,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:54:02",925,902,2,13,8,542,521,0,13,8,489,53,1040,498,13,271,126,11,14,3,31,2,2,3,10,0,3
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII RUGETU",371,SLĂTIOARA,173061,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:46",535,528,0,5,2,296,289,0,5,2,275,21,590,294,5,218,40,4,2,0,2,0,0,1,3,0,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII RUSĂNEŞTI",223,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:46",775,718,0,36,21,418,361,0,36,21,377,41,790,372,2,93,228,4,8,0,7,2,0,11,16,3,3
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII SCUNDU",364,SCUNDU,172947,2,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 08:31:44",1017,930,0,16,71,664,577,0,16,71,615,49,1060,396,4,434,101,4,15,0,34,1,8,3,7,2,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII STĂNEŞTI",374,STĂNEŞTI,173132,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:26:53",437,406,0,26,5,291,260,0,26,5,257,34,460,169,3,65,140,34,1,0,4,1,1,1,3,3,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ŞTEFĂNEŞTI",396,ŞTEFĂNEŞTI,173748,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:25:42",965,872,0,48,45,673,580,0,48,45,601,72,1120,447,25,246,157,66,64,6,16,1,1,0,16,3,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII STOILEȘTI",383,STOILEŞTI,173374,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:28:33",614,579,0,10,25,391,356,0,10,25,376,15,640,249,1,317,42,1,3,2,3,2,2,1,2,0,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII TITEŞTI (SALĂ DE FESTIVITĂȚI)",410,TITEŞTI,174496,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:26:42",452,441,0,1,10,266,255,0,1,10,250,16,510,244,4,71,141,19,1,2,0,1,2,2,0,6,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",382,STOILEŞTI,173374,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:27:05",1187,1158,0,11,18,775,746,0,11,18,731,44,1290,515,2,602,77,5,13,3,8,2,11,0,4,3,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",341,POPEŞTI,172377,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:13",821,783,0,8,30,605,568,0,8,29,569,36,900,295,8,455,73,12,5,0,2,8,1,0,2,0,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VALEA LUI STAN",131,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:59",476,467,0,9,0,257,248,0,9,0,176,81,510,253,2,44,65,3,2,36,1,6,1,1,14,1,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",425,VLĂDEŞTI,174156,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:06:11",1597,1514,2,46,35,960,883,1,46,30,896,64,1810,850,32,454,167,9,14,2,57,3,11,6,134,4,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",426,VLĂDEŞTI,174156,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:59:42",1254,1194,0,50,10,747,687,0,50,10,701,46,1320,573,19,322,112,13,15,2,37,1,5,5,159,4,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VOINEASA",429,VOINEASA,174254,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:33",629,615,1,8,5,408,395,0,8,5,379,29,680,272,14,179,118,14,6,3,14,4,4,0,13,2,8
40,VÂLCEA,"ŞCOALA CU CLASELE V-VIII LĂCUSTENI",265,LĂCUSTENI,174511,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:51",265,248,0,10,7,177,160,0,10,7,166,11,270,93,6,60,65,20,2,0,1,0,2,1,9,0,0
40,VÂLCEA,"ŞCOALA DĂEŞTI",205,DĂEŞTI,169351,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:09",855,830,0,22,3,530,505,0,22,3,495,35,930,400,8,161,266,7,8,2,15,2,2,4,11,5,4
40,VÂLCEA,"ŞCOALA DEALUL VĂLENI",433,ZĂTRENI,174290,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:02:09",198,179,0,15,4,130,111,0,15,4,112,18,220,90,12,42,23,6,11,0,0,0,6,5,6,1,0
