precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANTA ELECTORALA PSD+ALDE DOLJ-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
17,DOLJ,"AGROZIND S.A.",187,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:15",792,783,0,9,0,285,276,0,9,0,268,17,900,615,10,25,80,115,2,3,1,27,3,1,1
17,DOLJ,"BIBLIOTECA ORASENEASCA BECHET",202,"ORAŞ BECHET",70879,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:34",1284,1248,2,28,6,542,508,0,28,6,472,70,1400,858,14,16,133,277,16,2,2,3,5,3,1
17,DOLJ,"BIBLIOTECA ORĂŞENEASCĂ MIRCEA RĂDINA",223,"ORAŞ ŞEGARCEA",70502,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:53:23",1582,1572,1,6,3,992,983,0,6,3,906,86,1800,808,174,17,348,330,20,0,3,0,6,7,1
17,DOLJ,"CAMIN CULTURAL",314,COŞOVENI,71885,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:23:15",951,882,0,53,16,579,510,0,53,16,509,70,1000,421,42,47,176,181,16,26,1,7,9,2,2
17,DOLJ,"CAMIN CULTURAL",359,GHINDENI,74915,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:23:41",1682,1498,1,138,45,1216,1032,1,138,45,1149,67,1700,484,43,62,479,521,1,0,1,16,3,22,1
17,DOLJ,"CĂMIN CULTURAL",464,ROBĂNEŞTI,73923,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:03",505,491,0,11,3,324,310,0,11,3,301,23,600,276,20,20,31,202,5,4,3,6,5,5,0
17,DOLJ,"CĂMIN CULTURAL",515,URZICUŢA,74554,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:45:42",410,373,0,37,0,300,263,0,37,0,269,28,500,203,15,1,133,69,48,1,0,1,0,0,1
17,DOLJ,"CAMIN CULTURAL ALBESTI",493,"ŞIMNICU DE SUS",70174,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:21:05",971,951,2,18,0,481,463,0,18,0,440,41,1000,519,55,16,87,172,6,5,3,75,11,9,1
17,DOLJ,"CAMIN CULTURAL DUDOVICESTI",494,"ŞIMNICU DE SUS",70174,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:12",827,800,1,20,6,384,358,0,20,6,367,17,900,516,55,8,95,150,10,3,1,33,9,2,1
17,DOLJ,"CAMIN CULTURAL FÂNTÂNELE",460,RADOVAN,73852,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:53:05",88,73,0,14,1,59,44,0,14,1,47,12,200,141,2,9,19,14,2,0,0,0,1,0,0
17,DOLJ,"CAMIN CULTURAL FLORESTI",495,"ŞIMNICU DE SUS",70174,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:02:25",697,679,1,17,0,372,355,0,17,0,351,21,800,428,87,8,77,117,7,8,0,30,13,4,0
17,DOLJ,"CAMIN CULTURAL GHIZDAVESTI",297,CELARU,71634,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:20:13",1227,1157,1,28,41,784,718,0,28,38,625,159,1400,616,43,42,205,335,0,0,0,0,0,0,0
17,DOLJ,"CAMIN CULTURAL GOIESTI SALA",373,GOIEŞTI,72677,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:39",1222,1158,2,40,22,785,722,1,40,22,714,71,1300,515,26,29,242,273,41,5,1,69,12,15,1
17,DOLJ,"CAMIN CULTURAL MAROTINU DE JOS",296,CELARU,71634,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:53",482,432,0,34,16,343,293,0,34,16,314,29,500,157,9,38,102,145,4,2,2,2,4,6,0
17,DOLJ,"CAMIN CULTURAL MAROTINU DE SUS",298,CELARU,71634,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:53",490,441,0,35,14,326,277,0,35,14,286,40,600,274,18,23,166,71,1,1,0,3,3,0,0
17,DOLJ,"CĂMIN CULTURAL SĂLCUȚA",281,CALOPĂR,71457,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:54",953,889,0,55,9,506,442,0,55,9,427,79,1000,494,16,1,217,183,3,1,0,1,3,1,1
17,DOLJ,"CAMIN CULTURAL TÂRNAVA",461,RADOVAN,73852,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:04:54",186,147,0,34,5,131,92,0,34,5,122,9,200,69,16,3,87,11,1,1,0,1,0,0,2
17,DOLJ,"CAMINUL CULTURAL",352,GALICIUICA,74891,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:39:21",1184,1120,3,15,46,875,814,1,15,45,747,128,1300,425,122,77,306,208,12,5,0,2,9,4,2
17,DOLJ,"CAMINUL CULTURAL",401,"MĂCEŞU DE SUS",73013,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:42:11",1030,989,2,39,0,653,613,1,39,0,560,93,1200,547,16,28,308,175,7,2,1,7,12,3,1
17,DOLJ,"CAMINUL CULTURAL",286,CASTRANOVA,71572,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:09:20",1549,1436,1,88,24,1115,1002,1,88,24,1015,100,1700,585,17,11,789,171,5,2,1,8,8,3,0
17,DOLJ,"CAMINUL CULTURAL",242,BÂRCA,70940,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:46:38",1727,1651,1,69,6,1041,965,1,69,6,925,116,1900,859,36,19,527,315,3,6,2,8,6,1,2
17,DOLJ,"CĂMINUL CULTURAL",487,"SILIŞTEA CRUCII",74224,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:41",1316,1206,1,48,61,886,777,0,48,61,788,98,1400,514,189,52,258,247,2,10,2,4,14,8,2
17,DOLJ,"CĂMINUL CULTURAL",358,GHIDICI,74907,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:27:03",1973,1848,0,27,98,962,837,0,27,98,907,55,2100,1138,7,10,122,728,4,2,3,4,17,7,3
17,DOLJ,"CĂMINUL CULTURAL",355,GHERCEŞTI,72409,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:02",1049,916,3,117,13,818,688,0,117,13,745,73,1000,182,68,19,279,303,14,16,0,37,4,5,0
17,DOLJ,"CĂMINUL CULTURAL",337,DOBROTEŞTI,74883,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:04:50",1414,1278,0,67,69,1029,893,0,67,69,811,218,1500,471,135,0,309,354,0,0,0,13,0,0,0
17,DOLJ,"CĂMINUL CULTURAL",289,CĂLĂRAŞI,71607,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:07:47",1539,1478,1,24,36,941,881,0,24,36,887,54,1600,659,20,6,585,240,12,4,0,6,6,6,2
17,DOLJ,"CĂMINUL CULTURAL",282,CARAULA,71518,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:12",1010,899,0,67,44,731,620,0,67,44,621,110,1100,369,68,36,57,343,52,3,2,43,17,0,0
17,DOLJ,"CĂMINUL CULTURAL",276,BULZEŞTI,71340,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:48:31",613,582,0,8,23,355,324,0,8,23,335,20,700,345,34,49,199,33,4,1,1,2,4,8,0
17,DOLJ,"CĂMINUL CULTURAL",248,BOTOŞEŞTI-PAIA,70968,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:45:44",727,550,0,149,28,602,425,0,149,28,537,65,800,198,34,22,247,213,6,0,0,10,3,1,1
17,DOLJ,"CĂMINUL CULTURAL",234,"AMĂRĂŞTII DE SUS",70673,3,PROV,PRCNCT,CJ,CJ_SV,"2020-10-01 18:52:05",1433,1250,0,126,57,1103,920,0,126,57,999,104,1600,497,89,26,336,513,1,11,3,7,10,3,0
17,DOLJ,"CĂMINUL CULTURAL",230,"AMĂRĂŞTII DE JOS",70637,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:22:55",1247,1134,0,61,52,906,793,0,61,52,815,91,1300,394,44,15,326,344,10,9,6,15,20,11,15
17,DOLJ,"CAMINUL CULTURAL BASARABI (DIN CADRUL CASEI DE CULTURA CALAFAT )",191,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:43",886,859,5,7,15,502,480,0,7,15,480,22,1000,498,12,46,155,245,5,1,1,8,5,2,0
17,DOLJ,"CĂMINUL CULTURAL BISTREȚ",244,BISTREŢ,70897,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:17:53",1065,1054,0,11,0,605,594,0,11,0,489,116,1200,595,113,11,98,245,10,7,0,0,0,0,5
17,DOLJ,"CAMINUL CULTURAL BOURENI",226,AFUMAŢI,70520,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:39",848,811,1,18,18,503,467,0,18,18,464,39,900,397,146,11,160,117,5,4,0,10,6,4,1
17,DOLJ,"CĂMINUL CULTURAL BRABOVA",249,BRABOVA,70986,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:51:42",449,395,2,36,16,341,289,0,36,16,291,50,500,159,34,5,25,216,2,2,1,1,3,0,2
17,DOLJ,"CĂMINUL CULTURAL CARPEN",284,CARPEN,71536,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:51:06",849,759,0,59,31,570,480,0,59,31,495,75,900,330,9,12,96,326,4,2,2,17,22,2,3
17,DOLJ,"CAMINUL CULTURAL CERAT",299,CERĂT,71698,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:34:13",2004,1973,2,24,5,1085,1056,0,24,5,896,189,2200,1115,214,17,141,468,21,0,0,0,26,9,0
17,DOLJ,"CĂMINUL CULTURAL CETATE",306,CETATE,71787,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:42",1432,1385,1,12,34,710,663,1,12,34,625,85,1600,890,28,22,74,473,6,4,0,3,12,3,0
17,DOLJ,"CAMINUL CULTURAL CIUPERCENII VECHII ( DIN CADRUL CASEI DE CULTURA CALAFAT )",192,"MUNICIPIUL CALAFAT",70352,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:37:07",1785,1774,0,10,1,940,929,0,10,1,813,127,1900,960,9,128,398,259,0,3,2,6,2,6,0
17,DOLJ,"CĂMINUL CULTURAL CLEANOV",285,CARPEN,71536,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:59:22",1077,1046,0,23,8,697,666,0,23,8,657,40,1200,503,0,0,255,386,0,0,0,16,0,0,0
17,DOLJ,"CĂMINUL CULTURAL COMOŞTENI",354,GÂNGIOVA,72579,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:28",874,823,0,35,16,522,471,0,35,16,412,110,1000,478,117,14,104,131,15,2,1,17,9,1,1
17,DOLJ,"CAMINUL CULTURAL COVEI",227,AFUMAŢI,70520,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:12:36",392,386,0,4,2,193,187,0,4,2,172,21,500,307,26,12,93,36,1,0,0,1,2,1,0
17,DOLJ,"CĂMINUL CULTURAL DAMIAN",474,SADOVA,73996,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:04",1419,1345,1,43,30,897,823,1,43,30,814,83,1600,703,39,539,136,69,5,5,2,7,3,7,2
17,DOLJ,"CAMINUL CULTURAL DRANIC",343,DRĂNIC,72221,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:31:16",847,796,0,39,12,576,525,0,39,12,499,77,900,324,18,16,245,197,1,3,2,2,8,6,1
17,DOLJ,"CAMINUL CULTURAL FARCAS",347,FĂRCAŞ,72276,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:08",1075,1014,0,55,6,687,626,0,55,6,596,91,1100,413,186,15,181,189,8,0,0,5,4,6,2
17,DOLJ,"CĂMINUL CULTURAL GIGHERA",360,GIGHERA,72463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:08",1015,968,0,43,4,561,514,0,43,4,513,48,1000,439,17,9,100,363,4,2,0,5,8,1,4
17,DOLJ,"CĂMINUL CULTURAL GÎNGIOVA",353,GÂNGIOVA,72579,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:09:48",1227,1154,1,39,33,746,674,0,39,33,584,162,1200,454,82,13,178,235,52,2,1,9,10,1,1
17,DOLJ,"CĂMINUL CULTURAL GOGOŞU",368,GOGOŞU,72604,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:35:57",225,167,0,51,7,177,119,0,51,7,157,20,300,123,46,2,84,13,1,4,0,1,2,2,2
17,DOLJ,"CĂMINUL CULTURAL ÎNTORSURA",385,ÎNTORSURA,74923,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:43:35",1317,1211,4,98,4,967,862,3,98,4,874,93,1400,433,47,20,435,341,3,5,1,4,9,8,1
17,DOLJ,"CĂMINUL CULTURAL MELINEŞTI",405,MELINEŞTI,73102,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:45",987,940,0,30,17,651,604,0,30,17,609,42,1100,449,63,11,268,243,6,7,0,6,5,0,0
17,DOLJ,"CĂMINUL CULTURAL NEDEIA",361,GIGHERA,72463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:37:50",725,666,0,59,0,441,382,0,59,0,406,35,800,359,46,10,83,252,2,4,1,3,3,1,1
17,DOLJ,"CĂMINUL CULTURAL OSTROVENI",428,OSTROVENI,73567,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:23",1100,1034,1,53,12,693,628,0,53,12,596,97,1200,507,40,13,63,444,4,2,0,13,12,3,2
17,DOLJ,"CAMINUL CULTURAL PISCU VECHI",437,"PISCU VECHI",73665,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:28:37",986,933,0,24,29,621,568,0,24,29,534,87,993,372,14,14,67,413,1,0,1,5,16,1,2
17,DOLJ,"CĂMINUL CULTURAL POPÂNZĂLEȘTI",341,DRĂGOTEŞTI,72150,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:56:33",514,457,2,41,14,358,306,0,41,11,320,38,500,142,27,52,83,151,2,1,0,0,2,2,0
17,DOLJ,"CĂMINUL CULTURAL RĂCHITA DE JOS",251,BRABOVA,70986,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:32",253,215,0,33,5,199,161,0,33,5,181,18,300,101,46,1,46,81,0,0,1,1,3,2,0
17,DOLJ,"CĂMINUL CULTURAL TEASC",500,TEASC,74322,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:28:35",1342,1318,1,23,0,926,903,0,23,0,845,81,1500,574,73,116,366,181,20,3,12,58,13,2,1
17,DOLJ,"CĂMINUL CULTURAL ȚIU",302,CERNĂTEŞTI,71723,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:50:20",366,346,0,8,12,260,240,0,8,12,212,48,400,140,8,3,30,166,0,0,0,5,0,0,0
17,DOLJ,"CĂMINUL CULTURAL URDINIȚA",250,BRABOVA,70986,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:13",247,227,0,19,1,185,165,0,19,1,154,31,300,115,93,3,13,36,0,0,0,0,7,2,0
17,DOLJ,"CĂMINUL CULTURAL ZĂVAL",362,GIGHERA,72463,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:21",655,606,0,45,4,452,403,0,45,4,403,49,700,248,8,0,115,263,0,2,0,4,8,2,1
17,DOLJ,"CASA DE CULTURA A STUDENŢILOR",2,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:52:18",1505,1458,29,18,0,497,479,0,18,0,480,17,1600,1103,26,14,144,116,71,6,4,82,4,4,9
17,DOLJ,"CENTRUL AFTER SCHOOL CERNĂTEȘTI",301,CERNĂTEŞTI,71723,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:46:50",378,362,0,10,6,273,257,0,10,6,233,40,500,227,8,7,34,164,0,2,6,2,7,1,2
17,DOLJ,"CENTRUL CULTURAL",292,CÂRCEA,74859,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:56",1761,1595,6,104,56,1110,949,1,104,56,1030,80,1800,690,40,26,318,516,21,8,2,67,13,11,8
17,DOLJ,"CENTRUL SOCIAL CARAULA",283,CARAULA,71518,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:56:01",988,951,0,22,15,523,486,0,22,15,352,171,1100,577,31,27,23,179,68,5,1,12,3,3,0
17,DOLJ,"CLUB CAMIN CULTURAL DIOSTI",330,DIOŞTI,72052,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:50:23",985,927,0,20,38,564,506,0,20,38,473,91,1100,536,20,19,124,257,6,5,1,31,4,6,0
17,DOLJ,"CLUBUL COPIILOR",195,"MUNICIPIUL CALAFAT",70352,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:24:16",1432,1413,2,9,8,680,663,0,9,8,631,49,1600,920,26,87,246,212,3,7,5,28,8,9,0
17,DOLJ,"CLUBUL COPIILOR",224,"ORAŞ ŞEGARCEA",70502,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:56:22",1675,1656,1,15,3,981,963,0,15,3,932,49,1900,919,153,13,264,469,4,7,4,5,7,5,1
17,DOLJ,"CLUBUL COPIILOR DABULENI",204,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:20",1565,1498,0,17,50,938,872,0,17,49,874,64,1700,762,50,32,315,419,19,5,0,12,14,6,2
17,DOLJ,"COLEGIUL NAŢIONAL ”CAROL I”",61,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:11",946,921,9,15,1,355,339,0,15,1,344,11,1100,745,10,9,98,104,30,3,1,78,2,3,6
17,DOLJ,"COLEGIUL NAȚIONAL ”CAROL I”",62,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:47",1323,1288,24,11,0,465,454,0,11,0,454,11,1500,1035,21,11,149,129,45,3,2,85,5,3,1
17,DOLJ,"COLEGIUL NAŢIONAL ECONOMIC ”GHEORGHE CHIŢU”",47,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:58",1559,1505,37,17,0,556,539,0,17,0,539,17,1800,1244,31,17,137,164,70,6,3,97,2,8,4
17,DOLJ,"COLEGIUL NAȚIONAL ECONOMIC ”GHEORGHE CHIȚU”",46,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:37",1311,1298,0,13,0,492,479,0,13,0,466,26,1600,1108,30,13,141,119,82,4,4,68,0,3,2
17,DOLJ,"COLEGIUL NAȚIONAL ECONOMIC ”GHEORGHE CHIȚU”",45,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:46:01",1366,1345,6,13,2,474,459,0,13,2,463,11,1600,1126,25,21,119,140,54,9,2,81,4,5,3
17,DOLJ,"COLEGIUL NAŢIONAL ”ELENA CUZA”",1,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:32:49",1180,1144,23,12,1,435,422,0,12,1,423,12,1335,900,14,13,131,126,25,4,2,103,1,3,1
17,DOLJ,"COLEGIUL NATIONAL ”FRAŢII BUZEŞTI”",53,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:46",1713,1690,8,13,2,628,613,0,13,2,610,18,2000,1372,28,16,185,191,63,4,3,108,3,7,2
17,DOLJ,"COLEGIUL NATIONAL ”FRAŢII BUZEŞTI”",52,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:18:06",1923,1885,17,16,5,695,673,1,16,5,679,13,2100,1408,43,16,212,204,72,10,1,114,2,2,3
17,DOLJ,"COLEGIUL NAȚIONAL ”NICOLAE TITULESCU”",125,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:59:59",1690,1676,4,10,0,667,657,0,10,0,650,17,1800,1133,28,21,206,204,32,10,6,125,9,5,4
17,DOLJ,"COLEGIUL NAŢIONAL PEDAGOGIC ”ŞTEFAN VELOVAN”",114,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:49",1890,1881,0,9,0,692,683,0,9,0,671,21,2000,1308,39,17,206,203,71,5,4,109,4,9,4
17,DOLJ,"COLEGIUL NAŢIONAL PEDAGOGIC ”ŞTEFAN VELOVAN”",115,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:27:07",1635,1618,1,16,0,597,581,0,16,0,578,19,1800,1203,35,22,163,165,50,11,2,118,4,4,4
17,DOLJ,"COLEGIUL TEHNIC ”COSTIN D. NENITESCU”",103,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:14:37",1816,1803,1,12,0,713,701,0,12,0,707,6,2000,1287,28,12,178,234,127,8,9,94,5,7,5
17,DOLJ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",107,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:40",1641,1629,0,12,0,518,506,0,12,0,500,18,1700,1182,27,16,176,127,60,2,5,69,4,6,8
17,DOLJ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",106,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:25:46",1558,1544,1,12,1,540,527,0,12,1,526,14,1700,1160,23,18,142,185,57,5,3,83,6,1,3
17,DOLJ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",105,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 16:27:54",1513,1500,1,12,0,493,481,0,12,0,469,24,1600,1107,19,10,150,169,49,6,1,55,3,7,0
17,DOLJ,"COLEGIUL TEHNIC ”COSTIN D. NENIŢESCU”",104,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:09:49",1831,1814,5,12,0,571,559,0,12,0,556,15,2000,1429,30,18,146,165,72,7,0,112,1,4,1
17,DOLJ,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ",67,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:34",1878,1856,9,13,0,644,631,0,13,0,631,13,2100,1456,42,13,189,156,90,6,2,119,3,6,5
17,DOLJ,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ",68,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:00",1815,1804,1,10,0,545,535,0,10,0,508,31,2000,1445,58,27,125,149,82,9,4,41,4,5,4
17,DOLJ,"COLEGIUL TEHNIC DE INDUSTRIE ALIMENTARĂ",69,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:15:34",1739,1705,20,14,0,587,573,0,14,0,565,22,1900,1313,31,13,141,197,81,8,1,68,13,7,5
17,DOLJ,"COLEGIUL TEHNIC ENERGETIC",111,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:13:04",1572,1559,3,10,0,605,595,0,10,0,580,25,700,95,37,24,179,156,60,4,5,102,6,5,2
17,DOLJ,"COLEGIUL TEHNIC ENERGETIC",112,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:20:18",1511,1494,0,8,9,546,529,0,8,9,534,12,1600,1054,29,26,161,157,66,2,2,77,5,4,5
17,DOLJ,"COLEGIUL TEHNIC ENERGETIC",113,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:57",1327,1308,4,15,0,477,462,0,15,0,472,5,1400,923,34,7,120,178,55,7,1,65,1,4,0
17,DOLJ,"CONSILIUL LOCAL AFUMATI",225,AFUMAŢI,70520,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:09",931,865,1,40,25,613,547,1,40,25,558,55,1000,387,50,44,340,111,2,0,2,4,4,1,0
17,DOLJ,"CORP 2 PRIMĂRIE",210,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:12:44",1454,1439,3,8,4,660,648,0,8,4,637,23,1600,940,22,17,134,388,25,12,1,26,4,7,1
17,DOLJ,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ CRAIOVA CENTRUL DE ZI PENTRU PERSOANE VÂRSTNICE ”CLUBUL SENIORILOR”",40,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:03",894,880,0,14,0,365,351,0,14,0,347,17,1000,636,12,9,81,144,33,3,2,47,10,4,2
17,DOLJ,"DISPENSAR UMAN",511,ŢUGLUI,74509,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:22",243,230,0,13,0,153,140,0,13,0,130,23,300,147,12,2,20,90,1,1,0,3,0,1,0
17,DOLJ,"FACULTATEA DE AGRONOMIE",63,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:01:09",1932,1915,3,12,2,650,636,0,12,2,628,22,2200,1550,31,18,170,205,101,13,0,74,8,4,4
17,DOLJ,"FACULTATEA DE AGRONOMIE",64,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:23:47",1811,1796,3,12,0,665,653,0,12,0,646,19,2000,1335,29,21,197,172,74,6,4,130,4,5,4
17,DOLJ,"FACULTATEA DE MECANICĂ",162,"MUNICIPIUL CRAIOVA",69900,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:03:17",1019,997,1,15,6,406,385,0,15,6,400,6,1100,694,14,11,118,105,37,10,2,94,5,0,4
17,DOLJ,"GRADINA DE VARA LEU",386,LEU,72926,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:06:38",1441,1388,0,45,8,823,770,0,45,8,722,101,1500,677,24,46,247,374,7,5,0,7,7,3,2
