precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA USR PLUS-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","PARTIDUL VERDE-voturi"
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ PROF.DR. IOAN CERGHIT HÂRSENI",349,HÂRSENI,41113,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:13:58",479,475,0,2,2,267,263,0,2,2,240,27,500,233,17,74,2,63,1,4,4,1,31,0,39,4
8,BRAŞOV,"ŞCOALA GIMNAZIALĂ SÂNPETRU",403,SÂNPETRU,41925,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:04:25",2013,1996,0,12,5,872,855,0,12,5,838,34,2200,1328,61,63,13,252,15,44,17,12,313,5,32,11
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ TĂRLUNGENI",426,TĂRLUNGENI,42003,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:47:43",936,916,5,14,1,449,434,0,14,1,402,47,1000,551,11,25,86,166,3,9,3,6,82,2,2,7
8,BRAŞOV,"ŞCOALA GIMNAZIALA VICTORIA",271,"ORAŞ VICTORIA",40465,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 11:35:17",1663,1626,1,34,2,738,701,1,34,2,673,65,1799,61,26,75,8,181,10,37,5,1,230,2,87,11
8,BRAŞOV,"ŞCOALA PRIMARĂ BUZĂIEL",444,"VAMA BUZĂULUI",42183,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:55",477,464,0,13,0,263,250,0,13,0,229,34,500,237,5,124,0,71,1,3,4,0,4,0,15,2
8,BRAŞOV,"ŞCOALA PRIMARĂ COBOR",435,TICUŞU,42076,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:12",210,182,4,19,5,162,134,4,19,5,145,17,200,38,3,24,36,38,1,2,1,0,39,0,0,1
8,BRAŞOV,"ŞCOALA PRIMARĂ CRIȚ",311,BUNEŞTI,40704,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 09:24:44",565,553,1,7,4,314,303,0,7,4,253,61,600,286,8,54,1,119,44,5,4,1,10,3,3,1
8,BRAŞOV,"ŞCOALA PRIMARĂ CUTUŞ",330,CRIZBAV,42456,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:00",593,580,0,10,3,384,371,0,10,3,328,56,700,316,4,194,102,16,3,2,2,0,0,3,2,0
8,BRAŞOV,"SCOALA PRIMARA FISER",268,"ORAŞ RUPEA",40394,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:08:55",422,392,0,10,20,244,216,0,8,20,205,39,500,256,36,51,4,60,25,6,3,0,14,3,1,2
8,BRAŞOV,"ŞCOALA PRIMARĂ GRID",385,PĂRĂU,41578,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 14:20:09",262,232,0,23,7,179,149,0,23,7,150,29,300,121,8,42,0,57,0,29,4,2,3,3,1,1
8,BRAŞOV,"ȘCOALA PRIMARĂ PALTIN",418,"ŞINCA NOUĂ",42449,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:22:01",161,139,0,15,7,116,94,0,15,7,102,14,200,84,4,13,0,77,0,1,1,0,3,0,2,1
8,BRAŞOV,"ŞCOALA PRIMARĂ ROADEŞ",313,BUNEŞTI,40704,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 09:38:45",274,269,0,5,0,137,132,0,5,0,127,10,300,163,6,21,2,37,45,3,3,1,6,1,1,1
8,BRAŞOV,"ŞCOALA PRIMARĂ VISCRI",314,BUNEŞTI,40704,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:20",401,377,8,14,2,224,203,5,14,2,200,24,398,174,1,20,0,56,89,3,3,0,24,2,1,1
8,BRAŞOV,"ŞCOALA PROFESIONALĂ GERMANĂ „KRONSTADT”",170,"MUNICIPIUL BRAŞOV",40198,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:34:24",1702,1673,14,15,0,832,816,1,15,0,817,15,2300,1468,25,35,10,219,10,31,9,3,458,5,6,6
8,BRAŞOV,"ŞCOALA PROFESIONALĂ GERMANĂ „KRONSTADT”",171,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:37",1751,1729,8,14,0,744,729,1,14,0,729,15,1400,656,22,57,6,250,5,31,22,5,307,4,8,12
8,BRAŞOV,"SEDIUL PRIMARIEI COMUNEI UCEA",436,UCEA,42101,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:53",723,695,0,26,2,356,328,0,26,2,325,31,800,444,14,54,3,179,1,45,2,1,20,1,4,1
8,BRAŞOV,"SEMINARUL TEOLOGIC LICEAL ORTODOX ”DUMITRU STĂNILOAIE”",1,"MUNICIPIUL BRAŞOV",40198,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 16:53:32",1546,1529,12,5,0,589,583,1,5,0,564,25,1700,1111,26,75,19,192,19,22,22,2,168,7,8,4
8,BRAŞOV,"SEMINARUL TEOLOGIC LICEAL ORTODOX ”DUMITRU STĂNILOAIE”",2,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:33:52",1213,1201,0,12,0,460,448,0,12,0,442,18,1300,840,12,40,14,157,9,13,10,3,165,3,3,13
8,BRAŞOV,"SERVICIUL PUBLIC DE ASISTENTA SOCIALA, STR. T. VLADIMIRESCU NR.8",200,"MUNICIPIUL FĂGĂRAŞ",40278,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 13:41:52",1593,1581,1,10,1,448,437,0,10,1,420,28,1800,1352,34,91,3,115,45,19,15,6,44,21,9,18
8,BRAŞOV,"VILA ORIZONT",44,"MUNICIPIUL BRAŞOV",40198,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:46",350,336,3,11,0,124,113,0,11,0,118,6,400,276,3,7,5,60,9,7,3,1,22,0,1,0
