precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ROMÂNIEI EUROPENE-voturi","ALIANȚA PNL-UDMR-PNȚCD-voturi","PARTIDUL FORTA NATIONALA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LIBERTATE, UNITATE ȘI SOLIDARITATE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CLUBUL COPIILOR PETRILA",226,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:28:12",1372,1353,1,18,0,548,530,0,18,0,523,25,1510,962,8,2,57,2,6,3,13,11,30,12,67,312
22,HUNEDOARA,"CLUBUL COPIILOR ȘI ELEVILOR",182,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:51:36",1001,989,0,12,0,396,384,0,12,0,381,15,1100,704,12,1,50,0,5,12,13,12,40,16,93,127
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",86,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:29:36",1349,1338,1,10,0,572,562,0,10,0,545,27,1505,933,4,6,85,4,12,18,22,51,48,17,28,250
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTA ŞCOALĂ GENERALĂ NR. 3)",85,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:20:54",1324,1309,1,13,1,503,489,0,13,1,483,20,1485,982,2,4,72,2,16,12,28,45,38,11,24,229
22,HUNEDOARA,"COLEGIUL ECONOMIC ”EMANUIL GOJDU” (FOSTUL LICEU NR. 2)",70,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:04:53",1221,1212,0,9,0,461,452,0,9,0,439,22,1370,909,10,2,59,2,12,12,26,26,31,14,26,219
22,HUNEDOARA,"COLEGIUL ECONOMIC ”HERMES ”",150,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:55",1514,1492,0,13,9,492,470,0,13,9,473,19,1675,1183,4,5,102,11,8,5,25,18,36,22,65,172
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”AUREL VLAICU”",137,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:37",1353,1336,3,12,2,552,538,0,12,2,488,64,1507,955,6,1,65,2,4,0,10,8,29,15,21,327
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”DECEBAL”",13,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:38",1179,1151,10,18,0,438,420,0,18,0,418,20,1300,862,16,25,147,1,22,12,17,13,37,17,17,94
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",151,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:34:49",1472,1465,1,6,0,464,458,0,6,0,445,19,1665,1201,2,3,87,1,9,3,15,14,28,23,71,189
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ ”CARMEN SYLVA” (GRĂDINIȚA CU PROGRAM NORMAL NR.5)",152,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:35",1448,1435,1,12,0,472,460,0,12,0,448,24,1610,1138,6,5,90,1,9,6,29,15,43,14,69,161
22,HUNEDOARA,"COLEGIUL NAȚIONAL DE INFORMATICĂ CARMEN SYLVA (LICEUL DE INFORMATICĂ)",149,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:45:57",1364,1353,0,10,1,546,535,0,10,1,504,42,1550,1004,3,6,121,3,14,12,34,16,38,21,72,164
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” (CLĂDIREA NOUĂ)",72,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:05:02",1403,1372,0,8,23,577,546,0,8,23,546,31,1540,963,3,2,100,3,9,25,25,40,50,8,32,249
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” ( FOSTA ŞCOALĂ GENERALĂ NR. 4)",73,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:49:57",1148,1113,4,11,20,567,536,0,11,20,509,27,1250,683,3,3,80,0,17,9,17,65,46,11,24,234
22,HUNEDOARA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”TRAIAN LALESCU” ( FOSTA ŞCOALĂ GENERALĂ NR. 4)",74,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:39:49",1312,1251,1,12,48,508,451,0,12,45,479,29,1410,902,3,5,72,1,15,11,18,60,34,13,25,222
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",75,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:41",1509,1449,3,17,40,540,486,1,17,36,506,34,1630,1090,2,1,37,3,15,5,24,61,25,16,41,276
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",77,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:57",1180,1167,3,10,0,445,434,1,10,0,422,23,1325,880,8,5,66,1,12,20,20,28,34,14,32,182
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ NR. 5)",76,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:56:22",1123,1114,0,9,0,390,381,0,9,0,361,29,1250,860,3,7,57,2,5,11,23,57,26,13,18,139
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”IANCU DE HUNEDOARA” (FOSTA ȘCOALĂ GENERALĂ ZLAȘTI)",107,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 19:15:39",441,433,0,8,0,236,228,0,8,0,225,11,500,264,1,2,28,5,5,3,5,21,6,2,19,128
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”I.C.BRĂTIANU” HAŢEG",217,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:08:38",1472,1447,1,19,5,817,793,0,19,5,772,45,1746,929,2,1,119,6,11,59,24,92,54,30,149,225
22,HUNEDOARA,"COLEGIUL NAȚIONAL ”MIHAI EMINESCU” (LICEUL TEORETIC)",147,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:12",1739,1723,2,12,2,563,549,0,12,2,522,41,1960,1397,11,3,100,8,3,9,32,19,40,27,97,173
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU” (ŞCOALA GIMNAZIALĂ DÂLJA MARE)",165,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:40",182,170,0,12,0,125,113,0,12,0,120,5,202,77,0,0,7,0,0,1,2,2,7,1,4,96
22,HUNEDOARA,"COLEGIUL NAŢIONAL PEDAGOGIC”REGINA MARIA”",10,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:13",1213,1192,7,14,0,464,449,1,14,0,442,22,1400,936,11,21,155,1,24,23,25,17,38,17,32,78
22,HUNEDOARA,"COLEGIUL NAȚIONAL SPORTIV CETATE DEVA",14,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:10",1392,1362,10,18,2,617,595,2,18,2,600,17,1600,983,13,41,195,0,42,20,34,20,63,38,23,111
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA",232,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:43:13",957,946,0,10,1,546,535,0,10,1,516,30,1060,514,1,0,89,3,7,2,14,17,7,15,102,259
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL „ANA COLDA”)",236,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:20",1215,1190,1,13,11,640,616,0,13,11,611,29,1330,690,8,7,52,7,5,8,17,14,15,10,58,410
22,HUNEDOARA,"COLEGIUL TEHNIC „CONSTANTIN BRÂNCUȘI” PETRILA (FOSTA ȘCOALĂ GIMNAZIALĂ „ANA COLDA”)",234,"ORAŞ PETRILA",87077,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:11:21",1430,1415,0,12,3,668,653,0,12,3,644,24,1590,922,5,5,49,1,7,1,15,5,20,17,49,470
22,HUNEDOARA,"COLEGIUL TEHNIC DE TRANSPORT FEROVIAR ”ANGHEL SALIGNY” SIMERIA",243,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:47",1249,1239,1,6,3,482,473,0,6,3,447,35,1360,878,14,7,55,2,15,15,12,24,47,8,104,144
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ȘCOALĂ GENERALĂ. NR.5)",41,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:48",912,898,1,13,0,316,303,0,13,0,306,10,1000,684,7,29,77,1,32,7,28,7,18,16,19,65
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ȘCOALĂ GENERALĂ. NR.5)",40,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:48:43",929,915,1,13,0,330,317,0,13,0,309,21,1083,753,4,39,79,3,37,10,21,12,24,8,13,59
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ȘCOALĂ GENERALĂ. NR.5)",39,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:19:21",1179,1163,0,16,0,439,423,0,16,0,420,19,1300,861,11,46,75,2,38,10,29,22,45,27,17,98
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",33,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:19:56",1823,1809,1,12,1,642,628,1,12,1,590,52,2000,1358,20,121,114,6,59,9,40,17,36,25,33,110
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",32,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:05",1449,1436,0,13,0,474,461,0,13,0,444,30,1600,1126,11,107,74,4,35,7,26,16,22,24,23,95
22,HUNEDOARA,"COLEGIUL TEHNIC ENERGETIC DRAGOMIR HURMUZESCU (FOSTA ŞCOALĂ GENERALĂ ”OCTAVIAN GOGA”)",34,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:37",1446,1430,1,15,0,446,431,0,15,0,428,18,1600,1154,14,94,53,5,38,8,39,18,22,20,20,97
22,HUNEDOARA,"COLEGIUL TEHNIC ”MATEI CORVIN” (FOSTUL LICEU NR. 1)",81,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:59",1063,1043,6,14,0,398,384,0,14,0,381,17,1185,787,3,1,62,1,8,8,17,23,24,10,14,210
22,HUNEDOARA,"COLEGIUL TEHNIC ”TRANSILVANIA”",22,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:38:06",1525,1513,2,10,0,506,496,0,10,0,480,26,1700,1194,23,69,100,3,38,14,28,17,31,23,29,105
22,HUNEDOARA,"COLEGIUL TEHNIC ”TRANSILVANIA”",23,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:35",771,756,3,12,0,255,243,0,12,0,247,8,900,645,6,30,67,1,15,12,19,8,24,21,9,35
22,HUNEDOARA,"COLEGIUL TEHNIC ”TRANSILVANIA”",21,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:14:23",944,929,0,15,0,342,327,0,15,0,319,23,1000,658,11,26,108,4,12,7,27,14,35,10,16,49
22,HUNEDOARA,"COLEGIUL TEHNIC” TRANSILVANIA”",28,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:41:01",1447,1435,1,11,0,494,483,0,11,0,476,18,1700,1206,17,33,129,8,42,16,31,8,38,24,24,106
22,HUNEDOARA,"COLEGIUL TEHNIC ”TRANSILVANIA” (FOSTA ŞCOALĂ GENERALĂ)",26,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:57",1352,1333,4,15,0,477,462,0,15,0,453,24,1500,1023,27,46,95,5,51,12,25,14,32,22,30,94
22,HUNEDOARA,"COLEGIUL TEHNIC ”TRANSILVANIA” (FOSTA ŞCOALĂ GENERALĂ)",25,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:28",1504,1480,14,10,0,503,493,0,10,0,490,13,1600,1097,21,39,139,7,49,22,19,12,50,24,16,92
22,HUNEDOARA,"COLEGIUL TEHNIC ”TRANSILVANIA” (FOSTA ŞCOALĂ GENERALĂ)",27,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:09",1665,1646,0,19,0,540,521,0,19,0,517,23,1800,1260,23,50,129,3,48,13,32,21,25,27,27,119
22,HUNEDOARA,"COMPLEX SERVICII PENTRU VÂRSTNICI",132,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:49:34",1647,1604,1,19,23,604,562,0,19,23,580,24,1842,1238,4,6,101,4,14,17,24,17,54,26,29,284
22,HUNEDOARA,"CONSILIUL LOCAL CĂLAN",188,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:57",1067,1010,4,11,42,497,444,0,11,42,450,47,1160,663,7,8,157,3,10,14,17,24,21,27,30,132
22,HUNEDOARA,"DIRECȚIA GENERALĂ DE ASISTENȚĂ SOCIALĂ ȘI PROTECȚIA COPILULUI",17,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:07",1133,1112,1,18,2,423,403,0,18,2,405,18,1300,877,16,34,109,2,31,11,18,19,30,17,21,97
22,HUNEDOARA,"DIRECŢIA SILVICĂ DEVA",18,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:42:25",1225,1205,5,15,0,449,429,5,15,0,413,14,1400,973,23,24,94,6,27,6,32,10,35,24,30,102
22,HUNEDOARA,"DISPENSAR GOVĂJDIA",371,GHELARI,86883,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:41:23",93,77,0,15,1,46,30,0,15,1,43,3,110,64,1,1,6,0,0,1,0,8,3,1,9,13
22,HUNEDOARA,"DISPENSAR MEDICAL HĂRĂU",376,HĂRĂU,89801,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:03:07",686,674,0,4,8,350,338,0,4,8,327,22,760,410,2,2,46,2,15,3,5,27,21,8,9,187
22,HUNEDOARA,"GALERIA FORMA",12,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:30:18",1328,1305,8,15,0,540,525,0,15,0,516,24,1500,960,17,36,128,5,43,19,23,17,50,25,24,129
22,HUNEDOARA,"GRĂDINIŢA CU ORAR NORMAL MICRO III PN 2 ”ZORI DE ZI”",93,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:12",1296,1285,0,11,0,478,467,0,11,0,457,21,1465,987,5,4,36,2,23,13,23,41,45,12,34,219
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL BÂRSĂU",378,HĂRĂU,89801,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:11:23",420,408,0,9,3,247,235,0,9,3,236,11,450,203,0,1,26,1,14,1,6,8,38,6,6,129
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL CHIMINDIA",379,HĂRĂU,89801,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:13:17",314,297,0,7,10,205,188,0,7,10,196,9,350,145,2,0,11,0,3,0,3,3,4,1,7,162
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL DIN CADRUL ȘCOLII GIMNAZIALE NR. 6",179,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:35:52",1309,1298,1,10,0,412,402,0,10,0,381,31,1400,988,21,2,25,3,11,13,5,17,42,10,109,123
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL MICRO VII PN6",69,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:01",1224,1210,1,13,0,393,380,0,13,0,374,19,1360,967,6,3,14,3,11,4,18,55,15,5,20,220
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 GEOAGIU,",205,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:25:54",1227,1187,3,25,12,831,794,0,25,12,775,56,1300,469,38,1,112,5,8,1,6,9,25,15,29,526
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 LUPENI",117,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:43",1253,1240,0,13,0,413,400,0,13,0,392,21,1397,984,3,3,44,2,3,0,14,17,17,11,18,260
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 LUPENI",118,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:23",1570,1557,0,13,0,541,528,0,13,0,523,18,1800,1259,1,2,39,1,3,0,17,11,11,12,32,394
22,HUNEDOARA,"GRADINITA CU PROGRAM NORMAL NR.1 SIMERIA",240,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:57",1530,1519,0,10,1,613,602,0,10,1,588,25,1720,1107,26,6,67,1,39,10,21,17,55,19,132,195
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",125,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:45",956,945,0,11,0,347,336,0,11,0,340,7,1100,753,2,3,22,1,4,1,8,19,10,3,20,247
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",126,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:05",1262,1250,5,7,0,419,412,0,7,0,407,12,1400,981,1,2,25,0,7,4,7,20,29,7,12,293
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",124,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:03",956,946,0,10,0,342,332,0,10,0,330,12,1100,758,2,1,42,1,6,3,6,7,18,11,14,219
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2 PETRILA",231,"ORAŞ PETRILA",87077,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:05",1304,1289,1,14,0,507,493,0,14,0,486,21,1450,943,4,4,36,1,7,3,13,14,17,13,64,310
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR.4 MICRO I (LÂNGĂ FOSTA ŞCOALĂ GENERALĂ NR. 3)",82,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:56:23",1495,1483,0,12,0,547,535,0,12,0,511,36,1685,1138,5,1,43,2,5,11,28,69,31,12,37,267
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL ŞCOALA GIMNAZIALĂ NR. 1",113,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:48",835,825,0,10,0,279,269,0,10,0,273,6,900,621,0,0,14,0,4,2,4,5,11,6,8,219
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL ”SCUFIŢA ROŞIE”",130,"MUNICIPIUL ORĂŞTIE",87638,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:34:29",1419,1387,6,14,12,485,459,0,14,12,458,25,1567,1084,3,4,83,1,15,13,8,18,37,19,22,235
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT AEROPORT",155,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:47:24",866,856,0,10,0,226,216,0,10,0,212,14,990,764,4,1,43,3,8,3,17,6,8,5,34,80
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",92,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:53",1117,1106,1,10,0,390,380,0,10,0,369,21,1250,860,1,4,40,4,27,5,7,39,12,9,13,208
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",90,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:04:59",1136,1126,0,10,0,394,384,0,10,0,377,17,1280,886,1,4,29,1,11,9,18,35,26,5,29,209
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",91,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:04",1001,992,0,9,0,372,363,0,9,0,359,13,1120,748,3,3,41,2,10,7,17,38,14,8,21,195
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR 7",9,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:59:13",1188,1161,14,12,1,511,497,1,12,1,496,12,1400,892,18,38,131,2,42,14,31,16,38,24,33,109
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",83,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:55:02",843,829,2,10,2,355,343,0,10,2,344,11,950,595,1,3,38,2,8,6,7,26,37,6,20,190
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",84,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:01:05",1162,1150,0,12,0,407,395,0,12,0,393,14,1285,878,3,1,52,4,21,6,20,32,24,11,19,200
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL LUMEA COPIILOR",119,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:13",1579,1570,0,9,0,559,550,0,9,0,530,29,1800,1241,3,0,48,1,10,6,13,21,20,9,38,361
22,HUNEDOARA,"GRĂDINIȚA NR.3 CU PROGRAM PRELUNGIT",148,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:11",923,908,3,11,1,343,331,0,11,1,327,16,1020,677,3,0,96,2,2,4,21,14,28,17,39,101
22,HUNEDOARA,"GRADINIŢA P.N. NR.3",36,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:33",1532,1521,1,10,0,538,528,0,10,0,518,20,1700,1162,17,77,114,5,60,14,26,21,37,23,20,104
22,HUNEDOARA,"GRADINIŢA P.N. NR.3",35,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:35:42",1513,1500,3,10,0,474,464,0,10,0,450,24,1700,1226,16,66,83,4,72,13,39,18,25,21,18,75
22,HUNEDOARA,"GRĂDINIȚA PN+PP NR. 1",166,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:46",1175,1156,0,16,3,432,413,0,16,3,415,17,1300,868,16,4,56,0,14,10,9,15,46,22,72,151
22,HUNEDOARA,"GRADINITA P.P.1",241,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:16",1467,1458,3,6,0,573,567,0,6,0,544,29,1600,1027,19,2,93,4,21,14,23,16,61,18,106,167
22,HUNEDOARA,"GRĂDINIŢA P.P. ”FLOARE DE COLŢ”",55,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:05:35",1087,1066,3,10,8,468,450,0,10,8,446,22,1200,732,7,0,81,2,8,6,54,16,39,17,26,190
22,HUNEDOARA,"IMOBILUL NR 9 DIN SATUL COAJA",519,VORŢA,92097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:37",112,98,0,7,7,87,73,0,7,7,80,7,115,28,1,1,34,2,1,0,1,3,2,16,6,13
