precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA U.S.R. PLUS-voturi"
39,VASLUI,"ŞCOALA PRIMARA DAVIDEŞTI",390,PĂDURENI,165185,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:24:20",418,410,0,5,3,169,161,0,5,3,160,9,500,331,8,46,90,7,3,6
39,VASLUI,"ŞCOALA PRIMARĂ DELENI",328,HOCENI,164197,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:19",350,333,0,2,15,225,208,0,2,15,206,19,400,175,0,72,120,12,1,1
39,VASLUI,"ŞCOALA PRIMARĂ DINGA",244,COSTEŞTI,163137,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:26:06",109,104,0,5,0,55,50,0,5,0,52,3,100,45,7,13,26,2,1,3
39,VASLUI,"ŞCOALA PRIMARA DOCANEASA",511,VINDEREI,166770,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:14",387,378,0,4,5,199,190,0,4,5,185,14,400,201,125,14,39,3,2,2
39,VASLUI,"ŞCOALA PRIMARĂ DUMASCA",475,TĂCUTA,166235,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:17:21",238,233,0,5,0,135,130,0,5,0,119,16,300,165,2,75,34,2,0,6
39,VASLUI,"ŞCOALA PRIMARĂ, DUMBRĂVENI",313,GÂRCENI,164062,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 14:10:38",177,169,0,8,0,95,87,0,8,0,89,6,200,105,3,17,53,8,7,1
39,VASLUI,"ŞCOALA PRIMARĂ ”DUMITRU BAHRIM”",470,ŞULETEA,166137,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:02:42",200,174,0,16,10,140,114,0,16,10,134,6,200,60,3,32,60,25,1,13
39,VASLUI,"ŞCOALA PRIMARA ”DUMITRU MARIN” PEICANI",310,GĂGEŞTI,163903,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:54",425,417,0,6,2,261,253,0,6,2,238,23,500,239,65,56,99,5,5,8
39,VASLUI,"ŞCOALA PRIMARÃ FÂSTÂCI",250,COZMEŞTI,167277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:54",604,598,0,6,0,288,282,0,6,0,249,39,600,312,5,50,189,1,1,3
39,VASLUI,"ŞCOALA PRIMARĂ, FUNDĂTURA",263,DELEŞTI,163379,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:35",330,324,0,6,0,165,159,0,6,0,149,16,400,235,1,81,55,4,3,5
39,VASLUI,"ŞCOALA PRIMARĂ GĂVANU (CORPUL ALĂTURAT)",210,BOGDANA,162595,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:11:18",99,93,0,6,0,53,47,0,6,0,49,4,100,47,4,24,17,1,2,1
39,VASLUI,"ŞCOALA PRIMARĂ GHERMĂNEŞTI",177,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:36:24",383,379,0,4,0,217,213,0,4,0,193,24,400,183,9,106,28,5,6,39
39,VASLUI,"ŞCOALA PRIMARA, GHICANI",168,"ALEXANDRU VLAHUŢĂ",162069,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:27:20",149,133,0,6,10,83,67,0,6,10,77,6,200,117,3,46,13,4,1,10
39,VASLUI,"ŞCOALA PRIMARA - GURA ALBEŞTI",166,ALBEŞTI,162014,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:39:10",128,120,0,8,0,62,54,0,8,0,58,4,200,138,2,20,29,0,0,7
39,VASLUI,"ŞCOALA PRIMARĂ GURA IDRICI",447,ROŞIEŞTI,165817,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:27",358,344,1,8,5,225,211,1,8,5,196,29,400,175,90,18,81,4,1,2
39,VASLUI,"ŞCOALA PRIMARA HĂLĂREŞTI",333,IANA,164339,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:52:18",824,819,0,3,2,471,466,0,3,2,419,52,900,429,9,172,219,5,8,6
39,VASLUI,"ȘCOALA PRIMARĂ HALTA DODEȘTI",505,VIIŞOARA,166707,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:20",178,167,0,7,4,93,82,0,7,4,83,10,200,107,1,23,36,1,18,4
39,VASLUI,"ŞCOALA PRIMARĂ IDRICI",446,ROŞIEŞTI,165817,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:47:51",331,309,1,11,10,189,168,0,11,10,169,20,400,211,18,39,100,8,1,3
39,VASLUI,"ŞCOALA PRIMARA IGEŞTI",206,BLĂGEŞTI,162559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:06:01",199,190,0,9,0,109,100,0,9,0,100,9,198,89,5,24,63,3,4,1
39,VASLUI,"ŞCOALA PRIMARĂ ”ÎNV. ION BUSUIOC” FUNDĂTURA",172,ARSURA,162149,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:52:53",323,307,0,6,10,225,209,0,6,10,211,14,400,175,1,168,33,5,2,2
39,VASLUI,"ŞCOALA PRIMARA IVĂNEŞTI",391,PĂDURENI,165185,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:03",344,336,0,4,4,167,159,0,4,4,159,8,400,233,6,64,84,3,1,1
39,VASLUI,"ŞCOALA PRIMARĂ LACU BABEI",212,BOGDANA,162595,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:27:40",343,339,0,4,0,172,168,0,4,0,168,4,300,128,1,99,47,5,12,4
39,VASLUI,"ŞCOALA PRIMARĂ MĂLĂIEŞTI",526,VUTCANI,167035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:38:42",253,236,0,6,11,142,125,0,6,11,132,10,300,158,4,20,98,5,3,2
39,VASLUI,"ȘCOALA PRIMARĂ MĂRĂȘEȘTI",516,VOINEŞTI,166869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:43",167,161,0,6,0,108,102,0,6,0,103,5,200,92,3,41,47,1,4,7
39,VASLUI,"ŞCOALA PRIMARA MICLEȘTI",184,BANCA,162194,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:35:36",115,106,0,9,0,115,106,0,9,0,105,10,200,85,4,76,7,2,0,16
39,VASLUI,"ŞCOALA PRIMARĂ ”MIHAI CIOFU” ȘIȘCANI",330,HOCENI,164197,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:51",255,228,0,9,18,174,147,0,9,18,158,16,300,126,1,24,127,4,1,1
39,VASLUI,"ŞCOALA PRIMARĂ MIHAIL KOGĂLNICEANU",174,ARSURA,162149,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:00:09",82,68,0,14,0,57,43,0,14,0,48,9,100,43,0,21,23,2,2,0
39,VASLUI,"ŞCOALA PRIMARĂ, MÎNĂSTIREA",265,DELEŞTI,163379,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:15:58",159,150,0,7,2,98,89,0,7,2,86,12,200,102,3,56,18,4,3,2
39,VASLUI,"ŞCOALA PRIMARĂ MIRCEŞTI",476,TĂCUTA,166235,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:58:56",220,210,0,10,0,144,134,0,10,0,134,10,300,156,3,106,10,1,0,14
39,VASLUI,"ŞCOALA PRIMARĂ MUŞATA",201,BEREZENI,162498,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:57:10",369,355,0,5,9,193,179,0,5,9,173,20,400,207,8,37,75,1,51,1
39,VASLUI,"ŞCOALA PRIMARĂ ”NICOLAE GH. LUPU” ARSURA",171,ARSURA,162149,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 20:00:59",528,499,0,14,15,352,323,0,14,15,323,29,500,148,11,120,166,5,13,8
39,VASLUI,"ȘCOALA PRIMARĂ NR.2 BURSUCI",295,EPURENI,163789,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:29:29",738,731,0,6,1,393,386,0,6,1,356,37,800,407,9,116,202,9,6,14
39,VASLUI,"ȘCOALA PRIMARĂ OBÎRȘENI",520,VOINEŞTI,166869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:21:22",289,284,0,5,0,141,136,0,5,0,127,14,300,159,4,58,43,2,16,4
39,VASLUI,"ŞCOALA PRIMARĂ OLTENEŞTI",379,OLTENEŞTI,165069,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:52",362,355,0,7,0,178,171,0,7,0,162,16,400,222,7,67,47,3,23,15
39,VASLUI,"ŞCOALA PRIMARĂ OŢELENI",329,HOCENI,164197,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:17:24",415,398,0,4,13,273,256,0,4,13,254,19,400,127,6,65,171,11,1,0
39,VASLUI,"ŞCOALA PRIMARĂ PERIENI - SATUL NOU",394,PERIENI,165274,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:58",1248,1239,0,9,0,690,681,0,9,0,624,66,1400,710,292,175,73,21,18,45
39,VASLUI,"ŞCOALA PRIMARĂ PERIENI - VALE",395,PERIENI,165274,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:50:41",478,472,0,6,0,267,261,0,6,0,225,42,500,233,114,59,30,8,2,12
39,VASLUI,"ŞCOALA PRIMARĂ PÎHNA",384,OLTENEŞTI,165069,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:11:41",108,105,0,3,0,74,71,0,3,0,67,7,100,26,0,22,30,1,0,14
39,VASLUI,"ŞCOALA PRIMARĂ PÎHNEŞTI",173,ARSURA,162149,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:21:55",330,315,0,9,6,230,215,0,9,6,216,14,400,170,3,130,76,2,4,1
39,VASLUI,"ŞCOALA PRIMARĂ PÎRVEŞTI",246,COSTEŞTI,163137,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:24:18",78,72,0,6,0,47,41,0,6,0,43,4,100,53,16,7,16,2,0,2
39,VASLUI,"ŞCOALA PRIMARĂ PLOPI",227,BUNEŞTI-AVEREŞTI,162924,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:49:07",360,354,0,4,2,178,172,0,4,2,161,17,400,222,2,27,76,4,4,48
39,VASLUI,"ŞCOALA PRIMARĂ PLOTONEŞTI",270,"DIMITRIE CANTEMIR",164277,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:31:58",267,262,0,3,2,136,131,0,3,2,125,11,300,164,5,79,36,0,2,3
39,VASLUI,"ȘCOALA PRIMARĂ POCHIDIA",397,POCHIDIA,167311,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:56",373,344,0,19,10,229,200,0,19,10,215,14,1600,1371,7,14,97,7,83,7
39,VASLUI,"ŞCOALA PRIMARĂ PODU-OPRII",229,BUNEŞTI-AVEREŞTI,162924,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:54:13",197,193,0,4,0,125,121,0,4,0,115,10,200,75,1,43,49,7,2,13
39,VASLUI,"ŞCOALA PRIMARA POIANA LUI ALEXA",432,PUŞCAŞI,167320,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:59:41",264,249,0,4,11,130,120,0,4,6,115,15,400,270,6,24,71,2,8,4
39,VASLUI,"ŞCOALA PRIMARĂ POPEŞTI",372,MICLEŞTI,164892,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:36:03",352,351,0,1,0,169,168,0,1,0,159,10,400,231,18,31,77,11,4,18
39,VASLUI,"ŞCOALA PRIMARĂ POŞTA-ELAN",527,VUTCANI,167035,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:02:43",136,123,0,7,6,74,61,0,7,6,68,6,200,126,1,7,53,5,2,0
39,VASLUI,"ŞCOALA PRIMARĂ, RACOVIŢA",316,GÂRCENI,164062,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:36:20",186,179,0,7,0,115,108,0,7,0,106,9,200,85,1,8,89,5,2,1
39,VASLUI,"ŞCOALA PRIMARĂ RĂDEŞTI",245,COSTEŞTI,163137,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:53:08",120,114,0,6,0,60,54,0,6,0,54,6,100,40,11,13,24,2,0,4
39,VASLUI,"ŞCOALA PRIMARĂ, RĂDUIEȘTI",266,DELEŞTI,163379,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:45:08",175,168,0,7,0,103,96,0,7,0,97,6,200,97,3,48,15,2,3,26
39,VASLUI,"ŞCOALA PRIMARĂ, RÂŞNIŢA",352,LAZA,164598,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:04",248,245,0,3,0,130,127,0,3,0,118,12,300,170,3,42,50,12,1,10
39,VASLUI,"ŞCOALA PRIMARĂ RATEŞU-CUZEI",443,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:18:16",433,420,0,4,9,207,194,0,4,9,188,19,400,193,4,73,61,0,41,9
39,VASLUI,"ŞCOALA PRIMARĂ REDIU",449,ROŞIEŞTI,165817,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:39:50",142,124,0,12,6,96,78,0,12,6,84,12,200,104,13,43,21,1,2,4
39,VASLUI,"ŞCOALA PRIMARA RUSCA",389,PĂDURENI,165185,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:21:53",516,510,0,4,2,183,177,0,4,2,166,17,600,417,3,51,99,7,4,2
39,VASLUI,"ŞCOALA PRIMARĂ SASOVA",438,REBRICEA,165719,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:25",239,239,0,0,0,125,125,0,0,0,116,9,300,175,1,53,53,2,2,5
39,VASLUI,"ŞCOALA PRIMARĂ SAT ARMĂŞENI",191,BĂCEŞTI,162381,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:05",314,312,0,1,1,169,167,0,1,1,158,11,400,231,1,53,98,3,3,0
39,VASLUI,"ŞCOALA PRIMARA, SAT ARMÃŞOAIA",426,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:39",439,432,0,7,0,242,235,0,7,0,190,52,500,258,9,62,31,31,5,52
39,VASLUI,"ȘCOALA PRIMARĂ SAT AVRĂMEȘTI",515,VOINEŞTI,166869,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:28",518,514,0,4,0,236,232,0,4,0,204,32,500,264,15,50,117,1,12,9
39,VASLUI,"ŞCOALA PRIMARĂ SAT BĂBUŞA",192,BĂCEŞTI,162381,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 20:48:52",336,330,0,3,3,169,163,0,3,3,158,11,400,231,4,31,116,0,4,3
39,VASLUI,"ŞCOALA PRIMARĂ SAT BĂCĂOANI",375,"MUNTENII DE JOS",164936,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:52:48",1116,1098,0,9,9,590,572,0,9,9,567,23,1200,610,26,354,142,7,12,26
39,VASLUI,"ŞCOALA PRIMARĂ, SAT BĂRTĂLUŞ -MOCANI",422,PUIEŞTI,165470,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 07:05:13",199,194,0,5,0,93,88,0,5,0,82,11,200,107,23,8,26,8,2,15
39,VASLUI,"ŞCOALA PRIMARĂ SAT. BENEŞTI",473,TANACU,166182,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:37",275,270,0,5,0,132,127,0,5,0,113,19,300,168,1,70,34,2,5,1
39,VASLUI,"SCOALA PRIMARA .SAT BIRLALESTI",296,EPURENI,163789,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:28:49",575,569,0,6,0,351,345,0,6,0,313,38,600,249,14,64,128,83,9,15
39,VASLUI,"ŞCOALA PRIMARĂ SAT BOGDĂNEŞTI",300,FĂLCIU,163832,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:51:42",462,453,0,6,3,242,233,0,6,3,220,22,500,258,6,75,103,2,10,24
39,VASLUI,"ŞCOALA PRIMARĂ SAT BOZIA",302,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:46",326,315,0,8,3,180,169,0,8,3,161,19,400,220,11,37,92,4,7,10
39,VASLUI,"ŞCOALA PRIMARĂ SAT BROSCOŞEŞTI",362,"LUNCA BANULUI",164749,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-30 19:53:49",384,370,0,3,11,226,212,0,3,11,195,30,400,174,12,49,66,6,55,7
39,VASLUI,"ŞCOALA PRIMARA, SAT BUDA",214,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:51:55",323,290,0,14,19,200,167,0,14,19,199,1,400,200,3,13,180,0,0,3
39,VASLUI,"ŞCOALA PRIMARĂ, SAT CĂLIMĂNEŞTI",416,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:07:23",297,288,0,9,0,167,158,0,9,0,144,23,1200,1033,11,77,27,10,9,10
39,VASLUI,"ŞCOALA PRIMARĂ SAT CĂPUŞNENI",356,LIPOVĂŢ,164687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:34:50",203,198,0,5,0,108,103,0,5,0,103,5,200,92,2,19,79,0,1,2
39,VASLUI,"ȘCOALA PRIMARĂ SAT CÂRJA",147,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:57",810,772,0,34,4,403,365,0,34,4,359,44,800,397,75,75,155,19,32,3
39,VASLUI,"ŞCOALA PRIMARĂ SAT CĂZĂNEȘTI",162,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:34",358,341,0,16,1,163,146,0,16,1,152,11,400,237,5,82,24,2,22,17
39,VASLUI,"ŞCOALA PRIMARĂ, SAT CETĂŢUIA",420,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:53:07",314,308,0,6,0,194,188,0,6,0,179,15,400,206,99,8,11,46,9,6
39,VASLUI,"ŞCOALA PRIMARĂ SAT CIOATELE",159,"ORAŞ NEGREŞTI",161856,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:54:50",292,283,0,9,0,141,132,0,9,0,133,8,400,259,5,84,34,1,8,1
39,VASLUI,"ȘCOALA PRIMARĂ,SAT CIOFENI",529,ZĂPODENI,167071,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:48",116,107,0,7,2,63,54,0,7,2,59,4,200,137,0,27,23,3,4,2
39,VASLUI,"ŞCOALA PRIMARĂ SAT COPĂCEANA",303,FĂLCIU,163832,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:08",440,421,0,8,11,225,206,0,8,11,195,30,500,275,7,46,107,2,10,23
39,VASLUI,"ŞCOALA PRIMARĂ SAT CORBU",354,LIPOVĂŢ,164687,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:49",448,439,0,6,3,227,218,0,6,3,211,16,500,273,3,66,123,1,7,11
39,VASLUI,"ŞCOALA PRIMARA SAT CORODESTI",320,GHERGHEŞTI,163967,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:18",177,170,0,7,0,88,81,0,7,0,77,11,200,112,0,14,60,1,2,0
39,VASLUI,"ŞCOALA PRIMARĂ, SAT CRISTEŞTI",419,PUIEŞTI,165470,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:06:26",363,360,0,3,0,189,186,0,3,0,164,25,400,211,38,40,26,41,7,12
39,VASLUI,"ŞCOALA PRIMARA,SAT CURSEŞTI DEAL",428,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:42:30",177,168,0,9,0,110,101,0,9,0,99,11,200,90,2,4,8,76,5,4
39,VASLUI,"ŞCOALA PRIMARA, SAT CURSEŞTI VALE",429,PUNGEŞTI,165611,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:37:09",215,208,0,7,0,113,106,0,7,0,101,12,300,187,4,23,27,27,15,5
39,VASLUI,"ȘCOALA PRIMARĂ SAT DEALU MARE",539,ZORLENI,167179,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:43:58",221,215,0,6,0,116,110,0,6,0,100,16,400,284,2,16,63,11,1,7
39,VASLUI,"ȘCOALA PRIMARĂ, SAT DELEA",531,ZĂPODENI,167071,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:47:39",165,162,0,3,0,95,92,0,3,0,85,10,200,105,6,29,27,2,16,5
39,VASLUI,"ȘCOALA PRIMARĂ, SAT DOBROSLOVEȘTI",534,ZĂPODENI,167071,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:21:22",304,287,0,7,10,153,136,0,7,10,149,4,300,147,1,55,85,3,4,1
39,VASLUI,"ŞCOALA PRIMARA SAT DRĂGEŞTI",486,TODIREŞTI,166413,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:50",311,309,0,2,0,136,134,0,2,0,118,18,300,164,9,32,69,2,1,5
39,VASLUI,"ŞCOALA PRIMARĂ SAT DRAXENI (CONTAINER MODULAR)",322,GHERGHEŞTI,163967,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 18:16:08",69,60,0,6,3,69,60,0,6,3,62,7,200,131,1,14,45,2,0,0
39,VASLUI,"ŞCOALA PRIMARĂ, SAT DRÎNCENI",284,DRÂNCENI,163618,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:04",502,492,0,10,0,225,215,0,10,0,206,19,600,375,16,99,62,8,15,6
39,VASLUI,"ŞCOALA PRIMARA SAT DRUJEŞTI",187,BĂCANI,162327,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:37",352,346,0,5,1,175,169,0,5,1,165,10,400,225,9,78,32,1,7,38
39,VASLUI,"ŞCOALA PRIMARĂ, SAT FÎNTÎNELE",415,PUIEŞTI,165470,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:31",100,91,0,9,0,68,59,0,9,0,62,6,100,32,10,9,19,14,0,10
39,VASLUI,"ŞCOALA PRIMARĂ SAT FOCŞA",361,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:50:59",159,152,0,6,1,108,101,0,6,1,102,6,203,95,6,30,36,5,21,4
39,VASLUI,"ŞCOALA PRIMARĂ, SAT FULGU",417,PUIEŞTI,165470,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:02:05",132,123,0,9,0,78,69,0,9,0,74,4,200,122,16,8,7,34,4,5
39,VASLUI,"ŞCOALA PRIMARĂ,SAT GÎLŢEŞTI",413,PUIEŞTI,165470,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:56:56",121,111,0,10,0,66,56,0,10,0,58,8,100,34,11,9,13,9,3,13
39,VASLUI,"SCOALA PRIMARĂ SAT GLODENI",161,"ORAŞ NEGREŞTI",161856,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 18:26:38",234,225,0,9,0,106,97,0,9,0,96,10,300,194,4,40,30,3,12,7
39,VASLUI,"SCOALA PRIMARA ,SAT HORGA",297,EPURENI,163789,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 21:22:17",324,315,0,7,2,171,162,0,7,2,156,15,400,229,6,28,111,0,5,6
39,VASLUI,"ŞCOALA PRIMARĂ, SAT HOROIATA",218,BOGDĂNEŞTI,162693,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:05:22",134,127,0,7,0,75,68,0,7,0,72,3,200,125,7,18,45,1,0,1
39,VASLUI,"SCOALA PRIMARA SAT HREASCA",240,COROIEŞTI,163057,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:51:20",317,310,0,7,0,177,170,0,7,0,159,18,400,223,28,18,81,30,1,1
39,VASLUI,"ŞCOALA PRIMARA SAT HUC",487,TODIREŞTI,166413,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:17",473,468,0,5,0,237,232,0,5,0,222,15,500,263,6,60,143,4,2,7
39,VASLUI,"ŞCOALA PRIMARĂ,SAT IEZER",412,PUIEŞTI,165470,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:44:17",237,227,0,10,0,121,111,0,10,0,95,26,300,179,17,10,21,8,6,33
39,VASLUI,"ȘCOALA PRIMARĂ SAT LĂȚEȘTI",149,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:23:41",259,253,0,5,1,133,127,0,5,1,125,8,400,267,25,66,14,3,15,2
39,VASLUI,"SCOALA PRIMARA - SAT.LEOSTI",479,TĂTĂRANI,166315,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:23",249,243,0,5,1,119,113,0,5,1,105,14,300,181,11,30,53,1,4,6
39,VASLUI,"ŞCOALA PRIMARĂ SAT LUNCA VECHE",360,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:07:45",81,75,0,5,1,54,48,0,5,1,49,5,100,46,4,4,23,0,15,3
39,VASLUI,"ŞCOALA PRIMARĂ SAT MÎNJEŞTI",374,"MUNTENII DE JOS",164936,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:36",651,635,0,6,10,363,347,0,6,10,329,34,700,337,11,231,60,4,6,17
39,VASLUI,"ŞCOALA PRIMARĂ SAT. MÎNZAŢI",338,IBĂNEŞTI,167222,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:36",513,478,0,3,32,356,321,0,3,32,332,24,600,244,3,95,224,5,3,2
39,VASLUI,"ŞCOALA PRIMARĂ SAT MOARA DOMNEASCĂ",500,VĂLENI,166636,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:54:44",1335,1330,0,5,0,494,489,0,5,0,450,44,1500,1006,30,159,53,9,156,43
39,VASLUI,"SCOALA PRIMARA SAT NOU",146,"ORAŞ MURGENI",164981,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:43",1128,1110,0,17,1,419,401,0,17,1,340,79,1200,781,98,89,98,5,48,2
39,VASLUI,"ŞCOALA PRIMARĂ SAT ODAIA BOGDANA",304,FĂLCIU,163832,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:03:25",264,254,0,10,0,154,144,0,10,0,141,13,300,146,3,38,49,0,5,46
39,VASLUI,"ŞCOALA PRIMARĂ SAT OŢETOAIA",359,"LUNCA BANULUI",164749,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:18:17",653,651,0,1,1,367,365,0,1,1,333,34,700,333,18,105,135,0,65,10
39,VASLUI,"ŞCOALA PRIMARĂ SAT PĂDURENI",387,OŞEŞTI,165130,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:13:52",265,259,0,6,0,118,112,0,6,0,102,16,400,282,10,34,55,1,0,2
